Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Hermes, M., Albers, F., Böhnke, J.R., Huelmann, G., Maier, J., Stelling, D.","57196830620; 7005828214; 57201639421; 57205447337; 56427537900; 15835806500","Measurement and structural invariance of cognitive ability tests after computer-based training",2019,"Computers in Human Behavior",93,"",,370,378,,,10.1016/j.chb.2018.11.040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060006114&partnerID=40&md5=2971197138d3b2f69270d5e33d37fcef",Article,Final,,Scopus,2-s2.0-85060006114
"Patel, H., Amlung, M.","57204809150; 36454491400","Elevated Cannabis Demand Is Associated With Driving After Cannabis Use in a Crowd-Sourced Sample of Adults",2019,"Experimental and Clinical Psychopharmacology",27,"2",,109,114,,,10.1037/pha0000240,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057234742&partnerID=40&md5=eaeb80f71a1852fc267eed6d6530cd78",Article,Final,,Scopus,2-s2.0-85057234742
"Kohli, B.A., Rowe, R.J.","56068202400; 18434973800","Beyond guilds: The promise of continuous traits for mammalian functional diversity",2019,"Journal of Mammalogy",100,"2",,285,298,,,10.1093/jmammal/gyz054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067546913&partnerID=40&md5=790d25485b9d05f1a38e2e14e9678334",Article,Final,Open Access,Scopus,2-s2.0-85067546913
"Khan, M., Lee, H.Y., Bae, J.H.","57200166265; 56739858500; 57194539159","The role of transparency in humanitarian logistics",2019,"Sustainability (Switzerland)",11,"7", 2078,,,,,10.3390/su1102078,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064071069&partnerID=40&md5=6051fc88bd366a9516b40750f4fdefa3",Article,Final,,Scopus,2-s2.0-85064071069
"Rezaei, S., Emami, M., Valaei, N.","55681699600; 57191838326; 8318662400","Modeling emotive and cognitive origins of consumer's purchase choices and patronage decisions",2019,"International Journal of e-Business Research",15,"2",,71,92,,,10.4018/IJEBR.2019040104,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063234231&partnerID=40&md5=f895ad1ac2810da9fa03b2795dd3915c",Article,Final,,Scopus,2-s2.0-85063234231
"Schwartz, P.H., Imperiale, T.F., Perkins, S.M., Schmidt, K.K., Althouse, S., Rawl, S.M.","15728638200; 14628851300; 7201961691; 7403915378; 15080772400; 6603075229","Impact of including quantitative information in a decision aid for colorectal cancer screening: A randomized controlled trial",2019,"Patient Education and Counseling",102,"4",,726,734,,,10.1016/j.pec.2018.11.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058631463&partnerID=40&md5=093c87198f163ff483c7ffafa1bd8a5a",Article,Final,,Scopus,2-s2.0-85058631463
"Clamor, A., Sundag, J., Lincoln, T.M.","54408327300; 56026905400; 8139095800","Specificity of resting-state heart rate variability in psychosis: A comparison with clinical high risk, anxiety, and healthy controls",2019,"Schizophrenia Research",206,"",,89,95,,,10.1016/j.schres.2018.12.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058457034&partnerID=40&md5=970cfc2593d5228cffa54e3ad66a585f",Article,Final,,Scopus,2-s2.0-85058457034
"Hsieh, H.-H., Wang, Y.-C., Huang, J.-T.","44661035000; 57207846976; 52663729100","Core self-evaluations, perceived organizational support, and work-related well-being: Testing a moderated mediation model",2019,"Personnel Review",48,"3",,659,671,,,10.1108/PR-04-2018-0128,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063030674&partnerID=40&md5=0f1370b7d7342bdd2b77fe28c051159a",Article,Final,,Scopus,2-s2.0-85063030674
"Khalid, K., Oaib, A.S.","57204661611; 57209362292","Rewards, satisfaction and economic trends under nonlinear assumption",2019,"Journal of Asian Finance, Economics and Business",6,"2",,287,298,,,10.13106/jafeb.2019.vol6.no2.287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067556267&partnerID=40&md5=e8815a38f8c0210b247324ebd7379bdd",Article,Final,Open Access,Scopus,2-s2.0-85067556267
"Chen, L.-H., Chancellor, H.C.","57207726401; 35118643600","Examining attitudes toward bicycle-share program use: A dual-process theory approach",2019,"Transportation Research Part F: Traffic Psychology and Behaviour",62,"",,769,781,,,10.1016/j.trf.2019.03.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063200358&partnerID=40&md5=b2eb017e97e6ac9c7cd4a331e3d87618",Article,Final,,Scopus,2-s2.0-85063200358
"Okubo, K., Suzuki, T., Tanaka, A., Aoki, H.","7202310139; 57202940804; 57202940397; 57202947651","Efficacy and safety of rupatadine in Japanese patients with seasonal allergic rhinitis: A double-blind, randomized, multicenter, placebo-controlled clinical trial",2019,"Allergology International",68,"2",,207,215,,,10.1016/j.alit.2018.08.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055740526&partnerID=40&md5=f3f0c64568cf20d4d769c4e83dd5bb8a",Article,Final,Open Access,Scopus,2-s2.0-85055740526
"Lauren, N., Smith, L.D.G., Louis, W.R., Dean, A.J.","57191854278; 36662998700; 9739235500; 35279093700","Promoting Spillover: How Past Behaviors Increase Environmental Intentions by Cueing Self-Perceptions",2019,"Environment and Behavior",51,"3",,235,258,,6,10.1177/0013916517740408,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041597374&partnerID=40&md5=3cd61b55f2169ca3ac8deac1f323c0e3",Article,Final,,Scopus,2-s2.0-85041597374
"Huertas-Valdivia, I., Gallego-Burín, A.R., Lloréns-Montes, F.J.","57200579953; 57204522015; 6602499245","Effects of different leadership styles on hospitality workers",2019,"Tourism Management",71,"",,402,420,,1,10.1016/j.tourman.2018.10.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055904931&partnerID=40&md5=8ee95f121440006831c3866ba5e408d9",Article,Final,,Scopus,2-s2.0-85055904931
"Ruz-Hernandez, J.A., Matsumoto, Y., Arellano-Valmaña, F., Pitalúa-Díaz, N., Cabanillas-López, R.E., Abril-García, J.H., Herrera-López, E.J., Velázquez-Contreras, E.F.","56000870600; 23477476700; 57209267393; 56000801300; 57208641271; 57192643280; 36522898800; 56292117100","Meteorological variables' influence on electric power generation for photovoltaic systems located at different geographical zones in Mexico",2019,"Applied Sciences (Switzerland)",9,"8", 1649,,,,1,10.3390/app9081649,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067115223&partnerID=40&md5=f0f7a482483c5a75ebdaa21eb3227d83",Article,Final,Open Access,Scopus,2-s2.0-85067115223
"Kammerhoff, J., Lauenstein, O., Schütz, A.","56638588400; 56565371500; 56187709000","Leading toward harmony – Different types of conflict mediate how followers’ perceptions of transformational leadership are related to job satisfaction and performance",2019,"European Management Journal",37,"2",,210,221,,1,10.1016/j.emj.2018.06.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063294160&partnerID=40&md5=9828739b4d17717e28a9c2519636561c",Article,Final,,Scopus,2-s2.0-85063294160
"Tan, A.J.M., Loi, R., Lam, L.W., Zhang, L.L.","57207846924; 11840211000; 7201984715; 57202689624","Do embedded employees voice more?",2019,"Personnel Review",48,"3",,824,838,,,10.1108/PR-05-2017-0150,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063040405&partnerID=40&md5=c769004cdf88324d4ee8b203d795e409",Article,Final,,Scopus,2-s2.0-85063040405
"Richardson, E.W., Futris, T.G.","56513325600; 6507473762","Foster Caregivers' Marital and Coparenting Relationship Experiences: A Dyadic Perspective",2019,"Family Relations",68,"2",,185,196,,,10.1111/fare.12354,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062709052&partnerID=40&md5=661731674427abcea2fff2f276c6ed02",Article,Final,,Scopus,2-s2.0-85062709052
"Schweiger, S., Cress, U.","55678116200; 15750000300","How confidence in prior attitudes, social tag popularity, and source credibility shape confirmation bias toward antidepressants and psychotherapy in a representative German sample: Randomized controlled web-based study",2019,"Journal of Medical Internet Research",21,"4", e11081,,,,,10.2196/11081,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065116749&partnerID=40&md5=34c877e81b890f7d1ecca8518e59ea8a",Article,Final,Open Access,Scopus,2-s2.0-85065116749
"Mahanal, S., Zubaidah, S., Sumiati, I.D., Sari, T.M., Ismirawati, N.","57193096117; 57193818701; 57208131657; 57208126971; 57204147458","RICOSRE: A learning model to develop critical thinking skills for students with different academic abilities",2019,"International Journal of Instruction",12,"2",,417,434,,,10.29333/iji.2019.12227a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063867865&partnerID=40&md5=4f66dc2d7313f7c015366c441f7d32ad",Article,Final,Open Access,Scopus,2-s2.0-85063867865
"Boström, A., Channon, S., Jokinen, T., Junnila, J., Hielm-Björkman, A., Laitinen-Vapaavuori, O.","56452604700; 56194626300; 12804185200; 24331892500; 6505887169; 30267718300","Structural characteristics and predicted functional capacities of epaxial muscles in chondrodystrophic and non-chondrodystrophic dogs with and without suspected intervertebral disc herniation- a preliminary study",2019,"Research in Veterinary Science",123,"",,204,215,,,10.1016/j.rvsc.2019.01.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060311067&partnerID=40&md5=1bc23c42d04bc6d0dc8353bf6ae01e4b",Article,Final,Open Access,Scopus,2-s2.0-85060311067
"Yang, Z., Van Ngo, Q., Chen, Y., Nguyen, C.X.-T., Hoang, H.T.","55716685300; 57209414506; 57188842051; 57209413467; 57209409875","Does Ethics Perception Foster Consumer Repurchase Intention? Role of Trust, Perceived Uncertainty, and Shopping Habit",2019,"SAGE Open",9,"2",,,,,,10.1177/2158244019848844,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067668525&partnerID=40&md5=a7d73f09e02a5969c9231974b12358a8",Article,Final,Open Access,Scopus,2-s2.0-85067668525
"Kim, E., Kim, Y.-S., Kim, Y.I., Jeon, J.-H., Yoo, H.-R., Park, Y.-C., Jung, I.C.","57203715012; 57203809361; 57202143513; 56215989400; 56044861900; 7405369965; 36627287800","Effectiveness and Safety of Polydioxanone Thread-Embedding Acupuncture as an Adjunctive Therapy for Patients with Chronic Nonspecific Neck Pain: A Randomized Controlled Trial",2019,"Journal of Alternative and Complementary Medicine",25,"4",,417,426,,,10.1089/acm.2018.0228,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064194992&partnerID=40&md5=4a9e12b400853e3fc00ee6cceda598e4",Article,Final,,Scopus,2-s2.0-85064194992
"Chantzichristos, D., Persson, A., Miftaraj, M., Eliasson, B., Svensson, A.-M., Johannsson, G.","36663472800; 57192235662; 37120699700; 7006751378; 7101879491; 56214660100","Early clinical indicators of addison disease in adults with type 1 diabetes: A nationwide, observational, cohort study",2019,"Journal of Clinical Endocrinology and Metabolism",104,"4",,1148,1157,,1,10.1210/jc.2018-02064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064191263&partnerID=40&md5=9ef885a1b3a0740a3e581a5142bf07b1",Article,Final,,Scopus,2-s2.0-85064191263
"Briegel, W., Greuel, J., Stroth, S., Heinrichs, N.","16229605900; 56650917300; 57208959095; 6602744374","Parents’ perception of their 2–10-year-old children’s contribution to the dyadic parent-child relationship in terms of positive and negative behaviors",2019,"International Journal of Environmental Research and Public Health",16,"7", 1123,,,,,10.3390/ijerph16071123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063968657&partnerID=40&md5=70ee9bccf448e2354d2ee43d9c7c819a",Article,Final,Open Access,Scopus,2-s2.0-85063968657
"Rahardjanto, A., Husamah, Fauzi, A.","57208125115; 57195803428; 57190423577","Hybrid-PjBL: Learning outcomes, creative thinking skills, and learning motivation of preservice teacher",2019,"International Journal of Instruction",12,"2",,179,192,,,10.29333/iji.2019.12212a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063915158&partnerID=40&md5=f906b1fbd596683f05783314ed201a53",Article,Final,Open Access,Scopus,2-s2.0-85063915158
"Pandey, R., Jessica, V.M.","57202121302; 57202116340","Sub-optimal behavioural biases and decision theory in real estate: The role of investment satisfaction and evolutionary psychology",2019,"International Journal of Housing Markets and Analysis",12,"2",,330,348,,,10.1108/IJHMA-10-2018-0075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063110339&partnerID=40&md5=73cf65b1bcdac6ea7d4bc588f75534b9",Article,Final,,Scopus,2-s2.0-85063110339
"Konowalczyk, S., Rade, F.C.A., Mello, Z.R.","57191869779; 57207841751; 14421460200","Time perspective, sports club membership, and physical self-concept among adolescents: A person-centered approach",2019,"Journal of Adolescence",72,"",,141,151,,,10.1016/j.adolescence.2019.02.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063043221&partnerID=40&md5=e8148b9c8dad840da8ebdd9281c57c40",Article,Final,,Scopus,2-s2.0-85063043221
"Kitamura, M., Izawa, K.P., Yaekura, M., Mimura, Y., Nagashima, H., Oka, K.","57031277100; 7103063775; 57205355007; 57031467000; 57031367000; 8329403100","Differences in nutritional status and activities of daily living and mobility in elderly hospitalized patients with heart failure",2019,"ESC Heart Failure",6,"2",,344,350,,,10.1002/ehf2.12393,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059681646&partnerID=40&md5=ec70f71551a67d6d0a596321235780e0",Article,Final,Open Access,Scopus,2-s2.0-85059681646
"Bharti, T., Rangnekar, S.","57201952208; 35424395500","Employee optimism in India: validation of the POSO-E",2019,"Benchmarking",26,"3",,1020,1032,,1,10.1108/BIJ-06-2018-0165,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058661502&partnerID=40&md5=e196a473d1cbb47cf20efef296306f8f",Article,Final,,Scopus,2-s2.0-85058661502
"Paap, K.R., Anders-Jefferson, R., Mikulinsky, R., Masuda, S., Mason, L.","6603950552; 57203549066; 57191611158; 57204938991; 57202742286","On the encapsulation of bilingual language control",2019,"Journal of Memory and Language",105,"",,76,92,,2,10.1016/j.jml.2018.12.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058040796&partnerID=40&md5=1b54aa3704c7255805085d9ab777dd90",Article,Final,,Scopus,2-s2.0-85058040796
"Yadav, R., Mahara, T.","57198347888; 57191094080","An Empirical Study of Consumers Intention to Purchase Wooden Handicraft Items Online: Using Extended Technology Acceptance Model",2019,"Global Business Review",20,"2",,479,497,,,10.1177/0972150917713899,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041586165&partnerID=40&md5=1de389532edcdf5a3623f72e4f8fe538",Article,Final,,Scopus,2-s2.0-85041586165
"Marcotte, B.V., Guénard, F., Marquis, J., Charpagne, A., Vadillo-Ortega, F., Tejero, M.E., Binia, A., Vohl, M.-C.","6603380152; 24066844500; 15123239900; 57200522588; 55918707900; 8291795400; 36894561300; 7006725579","Genetic risk score predictive of the plasma triglyceride response to an omega-3 fatty acid supplementation in a Mexican population",2019,"Nutrients",11,"4", 737,,,,,10.3390/nu11040737,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064230113&partnerID=40&md5=a7b4cced2a78793f5133413d023c012b",Article,Final,Open Access,Scopus,2-s2.0-85064230113
"You, S., Shin, K.","14046436600; 55974426000","Body esteem among Korean adolescent boys and girls",2019,"Sustainability (Switzerland)",11,"7", 2051,,,,,10.3390/su1102051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064127181&partnerID=40&md5=f5cfa35601a164bf3cc47da8e09804c4",Article,Final,,Scopus,2-s2.0-85064127181
"Johnson, S.N., Ryalls, J.M.W., Barton, C.V.M., Tjoelker, M.G., Wright, I.J., Moore, B.D.","7406327987; 55889136000; 7202585506; 7004482724; 7202889349; 7402320073","Climate warming and plant biomechanical defences: Silicon addition contributes to herbivore suppression in a pasture grass",2019,"Functional Ecology",33,"4",,587,596,,,10.1111/1365-2435.13295,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061431540&partnerID=40&md5=7484588f98c88a1995420eb644531e32",Article,Final,,Scopus,2-s2.0-85061431540
"Zehsaz, F., Safabakhsh, A.H., Farhangi, N., Keynezhad, N., Monfaredan, A., Ghahramani, M.","35225534200; 57205630223; 36606001800; 57205622480; 54894423700; 55645262400","Do ACE and CKMM gene variations have potent effects on physical performance in inactive male adolescents?",2019,"Molecular Biology Reports",46,"2",,1835,1843,,,10.1007/s11033-019-04636-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060890250&partnerID=40&md5=8a2c04ea74d9005a999572fbab281990",Article,Final,,Scopus,2-s2.0-85060890250
"Zittermann, A., Ernst, J.B., Prokop, S., Fuchs, U., Gruszka, A., Dreier, J., Kuhn, J., Knabbe, C., Berthold, H.K., Gouni-Berthold, I., Pilz, S., Gummert, J.F., Paluszkiewicz, L.","57200143428; 56079712600; 54279388400; 56246606600; 57205378377; 56913054300; 7201530919; 57189638520; 9734847000; 56216445200; 8743302000; 7005720925; 6602631303","Vitamin D supplementation of 4000 IU daily and cardiac function in patients with advanced heart failure: The EVITA trial",2019,"International Journal of Cardiology",280,"",,117,123,,1,10.1016/j.ijcard.2019.01.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059824354&partnerID=40&md5=f34347833cbcee90d0cc0934bbbc0c29",Article,Final,,Scopus,2-s2.0-85059824354
"Gross, H.P., Rottler, M.","56823034000; 57205272302","Nonprofits’ Internal Marketing and Its Influence on Volunteers’ Experiences and Behavior: A Multiple Mediation Analysis",2019,"Nonprofit and Voluntary Sector Quarterly",48,"2",,388,416,,,10.1177/0899764018815614,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059346698&partnerID=40&md5=c42f001156ef7e920534ddbc1b496a4c",Article,Final,,Scopus,2-s2.0-85059346698
"Jiang, J., Gu, H., Dong, Y., Tu, X.","57206578726; 8588704200; 57202213520; 57204560402","The better I feel, the better I can do: The role of leaders’ positive affective presence",2019,"International Journal of Hospitality Management",78,"",,251,260,,,10.1016/j.ijhm.2018.09.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056192772&partnerID=40&md5=139cea17337260830f0a68f30d6c15cc",Article,Final,,Scopus,2-s2.0-85056192772
